Commit_Message,Release_Notes,Pull_Request_Title,Successful_Builds_per_Day,Code_Coverage,Time_to_Resolve_Issues,Average_Time_to_Merge,Code_Complexity,Rating
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,91,72,7,4,7,75.2
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,98,76,19,3,5,131117.75000000003
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,87,92,24,3,6,4194349.649999999
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,86,94,27,4,7,33554478.10000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,91,77,12,10,7,1069.1000000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,86,80,20,2,6,262186.79999999993
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,99,79,27,1,7,33554478.550000004
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,83,79,15,3,7,8234.050000000003
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,84,86,27,2,7,33554475.6
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,99,95,28,5,8,67108914.45
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,96,73,30,8,5,268435501.29999995
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,93,90,18,5,8,65583.65
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,87,94,21,8,6,524334.7999999999
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,83,79,11,4,6,554.1000000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,85,74,25,5,6,8388649.75
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,90,94,8,4,6,111.09999999999998
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,89,71,29,3,5,134217770.04999998
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,82,93,15,1,7,8236.250000000002
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,100,78,10,9,8,303.95000000000005
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,85,82,27,5,5,33554475.35
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,80,84,30,3,6,268435498.05
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,98,91,11,6,7,561.3000000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,95,90,15,9,7,8240.750000000002
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,96,89,18,10,8,65585.1
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,84,79,23,7,7,2097194.95
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,84,95,19,1,7,131117.25000000003
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,100,71,20,1,5,262189.05000000005
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,97,91,2,5,5,49.75
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,85,89,11,5,6,556.85
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,92,72,15,4,5,8235.300000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,94,74,3,3,7,46.35000000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,95,94,18,8,7,65585.4
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,96,91,9,7,5,176.75
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,99,79,2,8,7,48.60000000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,86,81,12,7,7,1067.95
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,89,71,10,8,7,298.9
